"id","last_updated","sample_id","eartag","name","prev_id","sex","age_class","status","first_seen","den_grad","disappeared","mom","birthdate","number_littermates","litrank","arrived_den","leave_den","fate","mortality_source","death_date","weaned","clan","park","misc_notes"
"aru","02-oct-07","","","arusha","","m","a","i","09-mar-09","","","","","","","","","","cause unknown","","","serena.n","tr",""
"ave","02-oct-07","","","avey","kisu","m","a","i","24-jun-08","","01-feb-09","","","","","","","","","","","happy.zebra","tr","date last seen prior to feb 2009"
"awp","02-oct-07","1039","","awp","","f","a","r","26-jul-08","","","","","","","","","","","","","serena.n","tr","half-ear adult; r a/b scoop, l b notch"
"badg","14-jun-14","","","badger","","f","a","r","25-nov-08","","14-mar-12","","","","","","","","","","","serena.s","tr","scarring on forehead; r ear pointy, l ear flat,r c notch, l bc serration"
"barr","02-oct-07","","","barracuda","","m","s","r","14-oct-10","16-may-11","16-dec-11","koi","31-aug-10","1","2","","","","","","","happy.zebra","tr",""
"bbt","02-oct-07","","","b-bite","mud","f","a","r","28-jun-08","","","","","","","","","","","","","17km","tr",""
"bbw","02-oct-07","1094","","big bad wolf","","f","a","r","22-dec-08","","27-dec-16","","","","","","","","","","","serena.s","tr","l b and c scoop; r b,c,d nick/slice"
"beji","02-oct-07","","","beijing","","m","a","i","01-feb-09","","06-apr-09","","","","","","","","cause unknown","","","happy.zebra","tr",""
"beni","15-sep-15","","","benioff","","m","s","r","18-nov-08","","05-feb-09","digs","31-oct-08","1","1","","","","cause unknown","","","serena.n","tr","dbw"
"bigi","15-sep-15","1097","","notorious b.i.g.","","m","c","r","08-may-11","","29-oct-12","zoey","17-apr-11","","","","","k","","29-oct-12","","serena.n","tr","dls 10/27/2012, last seen nursing 8/29/2012 but never seen  not nursing before he died"
"bing","02-oct-07","1034","","bing","","m","a","r","01-feb-09","","30-nov-11","","","","","","","","cause unknown","","","serena.s","tr","l b/c notch, l c notch; r a scoop, r b seration, r c notch"
"bird","02-oct-07","","","bird","","m","s","r","06-oct-08","","19-nov-08","","","","","","","","cause unknown","","","serena.n","tr",""
"bliz","18-oct-14","","","blizzard","tubby","m","c","r","27-jun-08","","24-aug-08","rbc","01-feb-08","1","","","","","cause unknown","","","serena.n","tr","dbw"
"bls","02-oct-07","","","bullseye","","m","a","i","22-dec-08","","22-dec-08","","","","","","","","cause unknown","","","serena.s","tr",""
"bobt","02-oct-07","","","bobbitt","soda","m","s","r","01-nov-08","","","","","","","","","","","","","oz valley","tr",""
"boom","02-oct-07","1019","","boomerang","","f","s","r","16-mar-10","26-nov-10","30-may-15","pike","16-feb-10","1","1","","","","","","","happy.zebra","tr","small l c/d notch"
"bor","02-oct-07","1072","","boracha","","f","a","r","28-apr-09","","05-mar-12","","","","","","","","","","","serena.s","tr",""
"brph","25-apr-17","1062","","brophy","","f","a","r","02-sep-09","","17-sep-16","","11-jul-09","","","","","","","","","serena.s","tr","r & l nipple ears"
"bsby","02-oct-07","","","busybody","","f","c","r","28-jun-08","","","ae","15-mar-08","","","","","","","","","17km","tr",""
"buzz","02-oct-07","","","buzz","","m","a","t","27-nov-08","","22-dec-09","","","","","","","","cause unknown","","","happy.zebra","tr",""
"bw","02-oct-07","","","bewitched","","m","s","r","16-feb-09","23-oct-09","20-mar-10","spb","15-jan-09","","","","","","","","","happy.zebra","tr",""
"cboo","02-oct-07","","","princesscaraboo","","f","a","r","25-jun-08","","29-jan-09","","","","","","","","cause unknown","","","serena.n","tr","small l c notch"
"ceci","02-oct-07","","","cecilia","","f","a","r","30-sep-08","","","","","","","","","","","","","serena.n","tr",""
"cent","18-oct-14","","","50 cent","","m","c","r","24-jan-09","09-sep-09","07-jun-10","zoey","13-nov-08","1","1","","","","cause unknown","","16-aug-09","serena.n","tr",""
"chao","02-oct-07","","","chaos","","m","c","r","15-nov-08","","","gwd","01-oct-08","","","","","","","","","oz valley","tr",""
"chut","02-oct-07","1082","","chutney","pink","m","s","r","28-nov-08","","","clov","15-nov-07","","","","","","","","","serena.s","tr","flat top r ear; r&l b scoops"
"clov","02-oct-07","1092","","clovis","","f","a","r","25-nov-08","","24-aug-16","","","","","","","","","","","serena.s","tr","r & l b scoop"
"clv","02-oct-07","","","clover","","m","c","r","17-aug-08","","","lfty","15-mar-08","","","","","","","","","olare","tr",""
"clyd","02-oct-07","","","clydsdale","schmo","m","c","r","28-jun-08","","","fnc","01-jan-08","","","","","","","","","17km","tr",""
"coel","02-oct-07","","","coelacanth","","f","s","r","28-sep-10","16-may-11","","koi","31-aug-10","1","1","","","","","","","happy.zebra","tr",""
"colb","02-oct-07","","","colby","","m","a","i","04-jul-08","","04-jul-08","","","","","","","","","","","happy.zebra","tr",""
"colo","15-sep-15","1035","","coloseum","","m","s","r","07-oct-10","","","joni","09-sep-10","1","","","","","","","11-mar-11","serena.n","tr",""
"cons","02-oct-07","","","conspiracy","","m","c","r","15-nov-08","","","gwd","01-oct-08","","","","","","","","","oz valley","tr",""
"cont","17-sep-15","1081","","count","","m","s","r","31-aug-09","04-sep-10","","bart","09-aug-09","0","","","","","","","28-feb-10","serena.s","tr",""
"cp","02-oct-07","","","chick pea","","f","a","r","30-sep-08","","","","","","","","","","cause unknown","","","serena.n","tr",""
"crg","02-oct-07","","","craig","","m","a","i","20-nov-08","","","","","","","","","","","","","oz valley","tr",""
"csby","02-oct-07","1166","","cosby","","f","a","r","24-jun-08","","","spb","30-dec-07","","","","","","","","","happy.zebra","tr",""
"ctop","02-oct-07","","","carrot top","","m","c","r","22-dec-09","","31-oct-11","ao","30-nov-09","1","2","","","","","","","happy.zebra","tr","small left a & b scoops"
"czar","17-sep-15","1079","","czar","","m","c","r","21-dec-10","07-oct-11","","bart","09-nov-10","1","1","","","","","","26-nov-11","serena.s","tr",""
"dar","02-oct-07","1049","","dar es salaam","","m","a","i","10-mar-09","","06-aug-12","","","","","","","","","","","happy.zebra","tr","r a nick; r b nick; l nipple ear"
"dbt","02-oct-07","","","delbert","","m","a","i","01-nov-08","","","","","","","","","","","","","oz valley","tr",""
"dej","02-oct-07","1006","","derek joseph","","m","a","i","12-jul-08","","","","","","","","","","","","","serena.n","tr","r b notch"
"dixi","02-oct-07","","","dixie","","f","s","r","24-jun-08","","","","01-apr-07","","","","","","cause unknown","","","serena.n","tr",""
"dlt","02-oct-07","1033","","dolittle","ralph","m","a","i","16-nov-08","","","","","","","","","","","","","serena.s","tr","r nipple ear and b nick, huge l b&c slits/wedges - torn up"
"dngo","02-oct-07","","","dingo","","m","a","i","16-nov-08","","17-nov-08","","","","","","","","cause unknown","","","serena.s","tr",""
"doon","18-oct-14","","","doonesbury","","f","c","r","23-dec-10","","11-mar-11","ink","11-nov-10","1","1","","","","cause unknown","","","serena.n","tr","dbw"
"dq","02-oct-07","","","don quixote","","f","a","r","24-nov-08","","","","","","","","","","","","","olare","tr",""
"drew","18-oct-14","1045","","nancydrew","","f","c","r","14-nov-10","28-sep-11","","peep","17-oct-10","1","1","","","","","","","serena.n","tr","dbw"
"dudu","02-oct-07","","","dudu","","m","a","i","18-nov-08","","","","","","","","","","cause unknown","","","serena.n","tr",""
"duma","02-oct-07","","","duma","","f","a","r","17-aug-08","","","","","","","","","","","","","olare","tr",""
"dyer","02-oct-07","","","dyer","","m","a","i","18-nov-08","","18-nov-09","","","","","","","","cause unknown","","","serena.n","tr",""
"edt","18-oct-14","","","edward teach","","m","c","r","27-dec-08","","10-jun-09","moss","10-dec-08","1","1","","","","vanished - starvation?","","","serena.n","tr","dbw, small scar above r eye"
"ele","02-oct-07","","","eleanor","","f","a","r","18-nov-08","","","","","","","","","","","","","serena.n","tr","small l d nick"
"elec","14-sep-15","","","electron","","f","s","r","03-oct-10","25-jul-11","","ojy","05-sep-10","0","","","","","","","","happy.zebra","tr",""
"elf","02-oct-07","","","elf","","f","a","r","25-jun-08","","04-apr-09","","","","","","","","","","","serena.n","tr",""
"elio","02-oct-07","","","eliot","","m","s","r","29-jun-08","","08-mar-09","","01-feb-07","","","","","","dispersal?","","","happy.zebra","tr",""
"ema","02-oct-07","1036","","emma","","f","a","r","27-jun-08","","13-mar-16","","","","","","","","","","","serena.n","tr","l d notch"
"epy","02-oct-07","","","epiphany","","f","a","r","21-nov-08","","03-may-09","","","","","","","","","","","serena.n","tr",""
"fnc","02-oct-07","","","frances","","f","a","r","28-jun-08","","","","","","","","","","","","","17km","tr",""
"fncy","02-oct-07","","","fancypants","","m","s","r","08-jul-08","","","","","","","","","","cause unknown","","","serena.n","tr",""
"fnta","02-oct-07","1003","","fanta","","m","s","r","07-jul-08","","18-nov-08","ema?","01-aug-07","","","","","","killed by lions","","","serena.n","tr",""
"fpr","02-oct-07","","","footprint","","m","s","r","27-jun-08","","15-dec-08","","","","","","","","cause unknown","","","serena.n","tr",""
"fras","02-oct-07","","","frasier","","f","s","r","03-oct-10","13-jul-11","13-dec-11","spb","29-aug-10","1","1","","","","","","","happy.zebra","tr",""
"gde","02-oct-07","","","gidget","","f","a","r","17-aug-08","","","","","","","","","","","","","olare","tr",""
"geez","02-oct-07","1001","","geezer","","m","a","i","26-jun-08","","12-oct-08","","","","","","","","killed by lions","12-oct-08","","happy.zebra","tr","necropsy done"
"gfis","18-apr-15","","","go fish","","f","c","r","01-aug-11","24-may-12","25-jun-13","csby","04-jul-11","1","2","","","","","","","happy.zebra","tr",""
"gfy","02-oct-07","","","griffey","","m","a","i","27-jun-08","","","","","","","","","","cause unknown","","","serena.n","tr","l c notch"
"gigi","02-oct-07","","","glamorgirl","glam","f","a","r","28-jun-08","","","bbt","15-nov-07","","","","","","","","","17km","tr","glam is gigi"
"glet","14-sep-15","","","gimlet","","m","c","r","27-oct-10","13-oct-11","07-may-12","snap","13-oct-10","1","","","","","","","","happy.zebra","tr",""
"glg","02-oct-07","1065","","golgotha","","m","a","i","27-jun-08","","","","","","","","","","","","","serena.n","tr",""
"gloc","16-oct-14","1047","","glock","","f","s","r","16-nov-10","05-oct-11","","angi","05-oct-10","","","","","","","","14-jul-11","serena.n","tr",""
"gmp","02-oct-07","","","gramps","","m","a","i","25-nov-08","","20-jan-09","","","","","","","","cause unknown","","","serena.s","tr",""
"grim","02-oct-07","1152","","grimace","","f","a","r","03-apr-09","","","","","","","","","","","","","serena.s","tr","r & l nipple ears; l c/d slit"
"grz","16-sep-15","1030","","grizzly","kodi?","m","s","r","27-jun-10","01-dec-10","28-dec-10","sau","01-dec-09","1","2","","","","puncture wounds around the neck; presumably lions","","01-sep-10","serena.n","tr","grz=kodi?"
"gwd","02-oct-07","","","glenwood","","f","a","r","10-nov-08","","","","","","","","","","","","","oz valley","tr","l b tear"
"gzka","02-oct-07","","","galuszka","","m","a","t","25-jul-08","","29-mar-09","","","","","","","","cause unknown","","","happy.zebra","tr",""
"hag","18-oct-14","","","hagia sophia","","m","c","r","31-dec-09","","08-may-10","lcs","20-dec-09","0","","","","","","","28-apr-10","serena.n","tr",""
"hala","14-sep-15","","","valhalla","","m","c","r","13-dec-10","15-nov-11","26-jun-11","saw","15-nov-10","","","","","","","","","happy.zebra","tr","small l d notch"
"hb","02-oct-07","","","heartbutt","","f","a","r","28-jun-08","","","","","","","","","","","","","17km","tr",""
"hh","02-oct-07","","","horseshoe harry","","m","a","i","23-jun-08","","29-jun-09","","","","","","","","cause unknown","","","happy.zebra","tr",""
"hnbl","16-oct-14","","","hannibal lector","","f","s","r","28-apr-09","02-may-10","02-jan-11","slin","10-apr-09","1","1","","","","cause unknown","","06-dec-09","serena.s","tr","l b & b/c notches, b scoop"
"hndy","02-oct-07","1095","","handyman","mediu","f","a","r","27-jun-08","","","shrm","01-jan-08","","","","","","","","","serena.n","tr","l a/b round notch, was last seen 3/27/14, but was picked up on tracking 4/17/14"
"hobo","02-oct-07","","","hobo","","m","a","t","29-jun-08","","29-jun-08","","","","","","","","cause unknown","","","happy.zebra","tr",""
"horz","02-oct-07","","","horizon","","f","s","r","17-aug-08","","","","","","","","","","","","","olare","tr",""
"hwk","02-oct-07","1011","","hawk","","f","a","r","24-jun-08","","14-mar-15","ave?","15-aug-07","","","","","","","","","happy.zebra","tr","l b notch"
"hwl","02-oct-07","","","howler","sykes","m","c","r","04-dec-08","","","jny","28-oct-08","","","","","","","","","oz valley","tr",""
"iman","02-oct-07","1002","","iman","","f","a","r","01-nov-08","","","","","","","","","","","","","olare","tr",""
"java","02-oct-07","1074","","java","","f","a","r","17-nov-08","","","","","","","","","","","","","serena.s","tr","r a/b wedge"
"jd","18-sep-15","1093","","jack daniels","","m","s","r","30-aug-09","26-jul-10","","bor","09-aug-09","1","1","","","","","","07-jul-10","serena.s","tr",""
"jds","02-oct-07","","","judas","","m","a","i","10-nov-08","","","","","","","","","","","","","serena.s","tr",""
"jean","02-oct-07","","","i dream of jeannie","","m","s","r","03-oct-10","13-jul-11","24-dec-11","spb","29-aug-10","1","2","","","","","","","happy.zebra","tr",""
"jigs","18-sep-15","1060","","jigsaw","","m","c","r","18-nov-10","27-aug-11","09-jun-14","slin","21-oct-10","","","","","","","","24-jul-11","serena.s","tr",""
"jiu","18-oct-14","","","jiu-jitsu","","m","c","r","20-jan-09","","25-jun-09","epy","01-dec-08","1","1","","","","vanished - starvation?","","","serena.n","tr","dbw"
"jlp","18-sep-15","1078","","jean-luc picard","","f","s","r","27-feb-10","30-nov-10","","mtn","27-jan-10","0","","","","","","","22-nov-10","serena.s","tr",""
"jly","14-oct-14","1025","","jelly","","m","s","r","29-nov-08","31-oct-09","","clov","31-oct-08","1","1","","","","","","14-aug-09","serena.s","tr","l b nick"
"jny","02-oct-07","","","jenny","","f","a","r","20-nov-08","","","","","","","","","","","","","oz valley","tr",""
"joni","02-oct-07","","","joni","","f","a","r","27-jun-08","","","","","","","","","","","","","serena.n","tr","r c slit"
"jule","02-oct-07","","","jules","","f","a","r","25-nov-08","","15-may-09","","","","","","","","cause unknown","","","serena.s","tr",""
"koi","02-oct-07","1014","","koi","","f","a","r","12-jul-08","","02-jun-11","","","","","","","","lions; puncture wounds around neck, chest and shoulder","02-jun-11","","happy.zebra","tr","l b nick; r b nick"
"krgr","18-sep-15","","","freddy kruger","","m","s","r","28-apr-09","10-apr-10","02-may-10","slin","10-apr-09","1","2","","","","","","06-dec-09","serena.s","tr",""
"krst","16-oct-14","","","krest","","m","s","r","24-jan-09","12-sep-09","09-oct-12","ema","15-oct-08","0","","","","","","","20-sep-09","serena.n","tr",""
"ks","02-oct-07","1077","","kneesocks","","f","a","r","16-nov-08","","26-may-16","","","","","","","","","","","serena.s","tr","r & l nipple ears"
"lboy","02-oct-07","1058","","loverboy","taye","m","a","r","09-nov-08","","","","","","","","","","","","","happy.zebra","tr","small r c nick"
"lcs","02-oct-07","1080","","left c slit","","f","a","r","24-jun-08","","10-mar-16","","","","","","","","","","","serena.n","tr","l c slit, l d notch"
"lfty","02-oct-07","","","lefty","","f","a","r","19-aug-08","","","","","","","","","","","","","olare","tr",""
"lgo","02-oct-07","1043","","lego","","m","a","i","25-jun-08","","","","","","","","","","","","","serena.n","tr",""
